datetime,us_aqi,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,uv_index,temperature_2m,relative_humidity_2m,wind_speed_10m,hour_sin,wind_u,wind_v,pm2_5_rolling_mean_36h,carbon_monoxide_rolling_mean_36h,pm10_rolling_mean_36h,pm2_5_rolling_std_72h,pm10_rolling_std_72h,aqi_change_rate,pm_ratio,is_rush_hour,precip_likelihood
2025-11-12 18:00:00,104,26.7,32.1,624.0,25.2,29.1,109.0,0.0,25.7,59,8.4,-1.0,8.337387673787106,1.0237024846032363,34.138888888888886,830.0555555555555,41.724999999999994,10.716379806907108,13.372441179478686,9.0,0.8317757009345794,1,0
2025-11-12 19:00:00,109,26.5,32.2,871.0,39.3,24.1,69.0,0.0,24.9,67,7.1,-0.9659258262890684,7.047077676653386,-0.8652723381765485,33.31666666666666,811.25,40.824999999999996,10.756615953738194,13.475703227097824,5.0,0.8229813664596273,1,0
2025-11-12 20:00:00,98,26.3,32.1,1070.0,50.4,20.3,39.0,0.0,24.3,74,6.7,-0.8660254037844386,6.6347960605685214,-0.9324597764324386,32.480555555555554,799.3055555555555,39.65,10.813856001070839,13.569549300976734,-11.0,0.8193146417445483,0,0
2025-11-12 21:00:00,94,26.8,32.9,1200.0,56.0,18.8,27.0,0.0,23.9,78,5.8,-0.7071067811865477,5.796466796710755,0.2024170808745044,31.63888888888889,792.8888888888889,38.13611111111111,10.873681363762145,13.657024467015914,-4.0,0.8145896656534954,0,0
2025-11-12 22:00:00,93,28.0,34.5,1281.0,58.5,18.5,23.0,0.0,23.5,80,6.0,-0.5000000000000004,5.908846518073249,-1.0418890660015798,31.025000000000002,790.0833333333334,37.44166666666666,10.923832809020778,13.721731504915281,-1.0,0.8115942028985508,0,0
2025-11-12 23:00:00,92,30.7,37.8,1258.0,58.1,18.0,23.0,0.0,22.9,83,4.8,-0.25881904510252157,4.45048250192058,-1.7981116483963773,30.988888888888894,789.5277777777778,37.23888888888889,10.940768022839148,13.71196082689624,-1.0,0.8121693121693122,0,0
2025-11-13 00:00:00,91,33.2,41.3,1056.0,54.1,16.7,24.0,0.0,22.2,84,8.0,0.0,4.702282018339787,-6.472135954999579,31.130555555555556,801.4444444444445,37.34444444444445,10.879669055079109,13.551948317794206,-1.0,0.8038740920096854,0,0
2025-11-13 01:00:00,90,31.8,40.0,751.0,47.2,15.1,28.0,0.0,21.5,86,7.4,0.25881904510252074,2.286725758374613,-7.037818220584136,31.319444444444443,813.0555555555555,37.56388888888889,10.76329172456298,13.27572767221989,-1.0,0.795,0,0
2025-11-13 02:00:00,88,27.6,36.0,509.0,40.0,14.0,33.0,0.0,21.1,87,6.6,0.49999999999999994,1.4846769586695112,-6.430842427582552,31.450000000000003,817.3611111111111,37.74722222222223,10.656334124078894,12.977477480341353,-2.0,0.7666666666666667,0,0
2025-11-13 03:00:00,87,24.0,33.4,358.0,31.8,13.3,39.0,0.0,20.9,88,6.1,0.7071067811865476,0.212886929885255,-6.096284044816484,31.452777777777776,815.6388888888889,37.81944444444444,10.625488297718238,12.782535813797457,-1.0,0.718562874251497,0,0
2025-11-13 04:00:00,86,21.7,32.2,272.0,23.3,13.1,45.0,0.0,20.4,90,6.5,0.8660254037844386,-0.6794350112397476,-6.4643923198937765,31.36111111111111,811.8055555555555,37.827777777777776,10.68570767855603,12.749730044091606,-1.0,0.6739130434782608,0,0
2025-11-13 05:00:00,85,23.9,35.9,336.0,24.3,13.5,39.0,0.0,19.9,92,6.6,0.9659258262890683,-1.0324674692655236,-6.518743047927909,31.227777777777778,807.1944444444445,37.833333333333336,10.788752620140732,12.807691595533095,-1.0,0.6657381615598885,0,184
2025-11-13 06:00:00,85,26.1,39.1,707.0,31.9,14.7,30.0,0.0,19.7,90,6.3,1.0,-0.7677768634524291,-6.253040755340328,31.258333333333333,803.8055555555555,38.05833333333334,10.848452342689894,12.830037379328207,0.0,0.6675191815856778,0,90
2025-11-13 07:00:00,84,33.9,46.7,1230.0,41.9,16.6,18.0,0.05,19.2,89,6.3,0.9659258262890683,-0.7677768634524291,-6.253040755340328,31.238888888888894,806.5277777777778,38.28333333333333,10.88994875834195,12.801023286563002,-1.0,0.7259100642398286,1,0
2025-11-13 08:00:00,83,38.4,50.2,1301.0,46.1,20.5,21.0,0.65,19.9,81,4.8,0.8660254037844387,-1.079765060850552,-4.676976310969129,31.316666666666663,817.3888888888889,38.613888888888894,10.815332010369566,12.594795404582202,-1.0,0.7649402390438246,1,0
2025-11-13 09:00:00,82,32.4,46.3,1301.0,38.8,28.5,49.0,2.0,22.4,68,3.6,0.7071067811865476,-0.5631640741448312,-3.555678026142496,31.47222222222222,824.25,38.99166666666667,10.484985818840439,12.17201752230954,-1.0,0.6997840172786177,1,0
2025-11-13 10:00:00,82,22.9,42.7,960.0,25.6,32.0,92.0,3.9,25.1,57,4.0,0.49999999999999994,0.20934382497177748,-3.9945181390182953,31.36944444444445,825.1388888888889,39.14722222222222,10.478289556718245,12.132097570951148,0.0,0.5362997658079625,0,0
2025-11-13 11:00:00,82,22.2,37.4,656.0,15.0,32.0,127.0,5.5,27.1,48,1.8,0.258819045102521,1.8,3.3065463576978537e-16,30.869444444444444,815.6666666666666,39.04444444444445,10.526478927314708,12.130609555364222,0.0,0.5935828877005348,0,0
